6.250000000000000000e-02 3.999872279488172033e+00
6.389388938893889036e-02 3.955976055791199819e+00
6.528777877787778072e-02 3.913489171590633475e+00
6.668166816681668496e-02 3.872337167678386205e+00
6.807555755575557532e-02 3.832450932170230917e+00
6.946944694469446568e-02 3.793766216541086589e+00
7.086333633363336992e-02 3.756223204328302145e+00
7.225722572257226028e-02 3.719766125848845029e+00
7.365111511151115065e-02 3.684342913226381189e+00
7.504500450045004101e-02 3.649904890824653858e+00
7.643889388938893137e-02 3.616406496859201347e+00
7.783278327832783561e-02 3.583805032531194978e+00
7.922667266726672597e-02 3.552060435513526127e+00
8.062056205620561633e-02 3.521135075033305917e+00
8.201445144514452057e-02 3.490993566149183103e+00
8.340834083408341093e-02 3.461602601125247869e+00
8.480223022302230129e-02 3.432930796064013190e+00
8.619611961196119165e-02 3.404948551185793537e+00
8.759000900090008201e-02 3.377627923335477789e+00
8.898389838983898625e-02 3.350942509466705133e+00
9.037778777877787661e-02 3.324867339997303883e+00
9.177167716771676698e-02 3.299378781059303822e+00
9.316556655665567122e-02 3.274454444775149575e+00
9.455945594559456158e-02 3.250073106789616695e+00
9.595334533453345194e-02 3.226214630370892067e+00
9.734723472347234230e-02 3.202859896468940537e+00
9.874112411241123266e-02 3.179990739183967907e+00
1.001350135013501369e-01 3.157589886155661496e+00
1.015289028902890273e-01 3.135640903434200766e+00
1.029227922792279176e-01 3.114128144439152646e+00
1.043166816681668219e-01 3.093036702651615233e+00
1.057105710571057122e-01 3.072352367720506905e+00
1.071044604460446026e-01 3.052061584694989893e+00
1.084983498349834929e-01 3.032151416122754739e+00
1.098922392239223833e-01 3.012609506778858748e+00
1.112861286128612875e-01 2.993424050811799297e+00
1.126800180018001779e-01 2.974583761113405167e+00
1.140739073907390683e-01 2.956077840736758944e+00
1.154677967796779725e-01 2.937895956202338787e+00
1.168616861686168629e-01 2.920028212546796009e+00
1.182555755575557532e-01 2.902465129981713243e+00
1.196494649464946436e-01 2.885197622041054899e+00
1.210433543354335340e-01 2.868216975106730349e+00
1.224372437243724382e-01 2.851514829210903379e+00
1.238311331133113286e-01 2.835083160022266568e+00
1.252250225022502050e-01 2.818914261931189547e+00
1.266189118911891232e-01 2.803000732155711106e+00
1.280128012801280135e-01 2.787335455796587258e+00
1.294066906690669039e-01 2.771911591775391592e+00
1.308005800580057942e-01 2.756722559595038646e+00
1.321944694469446846e-01 2.741762026866609414e+00
1.335883588358836027e-01 2.727023897550956200e+00
1.349822482248224653e-01 2.712502300867476457e+00
1.363761376137613834e-01 2.698191580825903380e+00
1.377700270027002738e-01 2.684086286340507055e+00
1.391639163916391642e-01 2.670181161889020771e+00
1.405578057805780545e-01 2.656471138681262723e+00
1.419516951695169449e-01 2.642951326305712278e+00
1.433455845584558352e-01 2.629617004822659698e+00
1.447394739473947256e-01 2.616463617277815068e+00
1.461333633363336437e-01 2.603486762609238614e+00
1.475272527252725063e-01 2.590682188924061879e+00
1.489211421142114244e-01 2.578045787122422716e+00
1.503150315031503148e-01 2.565573584847958610e+00
1.517089208920892052e-01 2.553261740745207842e+00
1.531028102810280955e-01 2.541106539006050991e+00
1.544966996699669859e-01 2.529104384188128662e+00
1.558905890589059040e-01 2.517251796289563082e+00
1.572844784478447666e-01 2.505545406065263769e+00
1.586783678367836847e-01 2.493981950570947959e+00
1.600722572257225751e-01 2.482558268922236522e+00
1.614661466146614655e-01 2.471271298256474847e+00
1.628600360036003558e-01 2.460118069886279457e+00
1.642539253925392462e-01 2.449095705634100284e+00
1.656478147814781365e-01 2.438201414337942463e+00
1.670417041704170269e-01 2.427432488518947551e+00
1.684355935593559450e-01 2.416786301202151321e+00
1.698294829482948076e-01 2.406260302882221591e+00
1.712233723372337257e-01 2.395852018626480451e+00
1.726172617261726161e-01 2.385559045308034420e+00
1.740111511151115065e-01 2.375379048962176665e+00
1.754050405040503968e-01 2.365309762259719228e+00
1.767989298929892872e-01 2.355348982091229448e+00
1.781928192819282053e-01 2.345494567256501739e+00
1.795867086708670679e-01 2.335744436253926803e+00
1.809805980598059860e-01 2.326096565164814667e+00
1.823744874487448764e-01 2.316548985627826074e+00
1.837683768376837667e-01 2.307099782899106444e+00
1.851622662266226571e-01 2.297747093993901757e+00
1.865561556155615475e-01 2.288489105905698651e+00
1.879500450045004378e-01 2.279324053899042468e+00
1.893439343934393282e-01 2.270250219872612440e+00
1.907378237823782463e-01 2.261265930789079892e+00
1.921317131713171367e-01 2.252369557168648395e+00
1.935256025602560270e-01 2.243559511643242743e+00
1.949194919491949174e-01 2.234834247568514787e+00
1.963133813381338078e-01 2.226192257690959408e+00
1.977072707270726981e-01 2.217632072867628423e+00
1.991011601160115885e-01 2.209152260835983927e+00
2.004950495049504788e-01 2.200751425031636899e+00
2.018889388938893692e-01 2.192428203451788793e+00
2.032828282828282873e-01 2.184181267562327111e+00
2.046767176717671777e-01 2.176009321246590744e+00
2.060706070607060680e-01 2.167911099794003871e+00
2.074644964496449584e-01 2.159885368926782512e+00
2.088583858385838488e-01 2.151930923863058176e+00
2.102522752275227391e-01 2.144046588414817212e+00
2.116461646164616295e-01 2.136231214119165056e+00
2.130400540054005476e-01 2.128483679401459217e+00
2.144339433943394380e-01 2.120802888768992034e+00
2.158278327832783283e-01 2.113187772033862100e+00
2.172217221722172187e-01 2.105637283563833506e+00
2.186156115611561090e-01 2.098150401560028744e+00
2.200095009500949994e-01 2.090726127360303721e+00
2.214033903390338898e-01 2.083363484767230212e+00
2.227972797279727801e-01 2.076061519399711397e+00
2.241911691169116705e-01 2.068819298067230861e+00
2.255850585058505886e-01 2.061635908165824205e+00
2.269789478947894790e-01 2.054510457094878895e+00
2.283728372837283693e-01 2.047442071693954979e+00
2.297667266726672597e-01 2.040429897698780248e+00
2.311606160616061501e-01 2.033473099215715063e+00
2.325545054505450404e-01 2.026570858213872839e+00
